gene195	4191	0.32804
gene196	1403	0.38845
gene197	2011	0.03159
gene198	3958	0.49135
gene199	4745	0.99863
gene200	1767	0.95917
gene201	2520	0.10229
gene202	612	0.92523
gene203	1567	0.27135
gene204	4818	0.11279
gene205	2611	0.85069
gene206	2942	0.73391
gene207	2724	0.71849
gene208	4230	0.73413
gene209	3535	0.63603
gene210	2083	0.30941
gene211	719	0.78953
gene212	2443	0.50274
gene213	1117	0.80705
gene214	331	0.09048
gene215	4353	0.68935
gene216	360	0.26233
gene217	1455	0.99687
gene218	1299	0.40058
gene219	3005	0.43419
gene220	1986	0.77460
gene221	4353	0.01079
gene222	1248	0.65712
gene223	241	0.43860
gene224	3433	0.49280
gene225	4580	0.51143
gene226	2795	0.29321
gene227	4944	0.18370
gene228	1644	0.95955
gene229	3740	0.85114
gene230	1554	0.92033
gene231	2691	0.98959
gene232	126	0.76636
gene233	2405	0.61292
gene234	3165	0.03281
gene235	141	0.33229
gene236	4637	0.43295
gene237	139	0.49716
gene238	4047	0.13234
gene239	2907	0.20838
gene240	4378	0.93668
gene241	4227	0.81512
gene242	3535	0.21200
gene243	1525	0.53701
gene244	178	0.10548
gene245	21	0.36951
gene246	3923	0.67510
gene247	2830	0.58793
gene248	2906	0.71750
gene249	1474	0.52299
