gene152	3057	0.57420
gene153	2642	0.63553
gene154	1213	0.12545
gene155	3816	0.81566
gene156	78	0.90298
gene157	779	0.12543
gene158	3148	0.23716
gene159	1406	0.21479
gene160	4723	0.64975
gene161	3262	0.81533
gene162	1676	0.34913
gene163	2509	0.51901
gene164	2588	0.67800
gene165	1114	0.08926
gene166	1183	0.40719
gene167	778	0.52686
gene168	1425	0.24712
gene169	4993	0.97575
gene170	3336	0.51064
gene171	3831	0.64237
gene172	2130	0.97377
gene173	4020	0.45274
gene174	1918	0.40533
gene175	1436	0.44970
gene176	1392	0.78523
gene177	2757	0.66246
gene178	4351	0.70452
gene179	623	0.02061
gene180	4774	0.82021
gene181	3532	0.91100
gene182	4442	0.75253
gene183	4989	0.55393
gene184	2591	0.10662
gene185	2023	0.01721
gene186	1822	0.55714
gene187	94	0.65229
gene188	3249	0.04796
gene189	4643	0.73849
gene190	1256	0.20860
gene191	3316	0.96842
gene192	1711	0.27135
gene193	913	0.29735
gene194	673	0.72545
gene195	1854	0.42942
gene196	2643	0.40179
gene197	2960	0.57374
gene198	1114	0.57823
gene199	4137	0.78670
gene200	1684	0.04268
gene201	2624	0.93918
gene202	2246	0.65992
gene203	2867	0.72192
gene204	3528	0.09125
gene205	3731	0.26702
gene206	1200	0.83931
gene207	4059	0.50944
gene208	1865	0.14987
gene209	2915	0.00585
gene210	4461	0.88208
gene211	2722	0.51663
gene212	665	0.80610
gene213	431	0.82276
gene214	2312	0.52106
gene215	1273	0.47429
gene216	4801	0.59607
gene217	929	0.57715
gene218	4539	0.62550
gene219	3697	0.17828
gene220	233	0.86888
gene221	4986	0.21217
gene222	3059	0.06747
gene223	3846	0.59214
gene224	3253	0.12277
gene225	268	0.01516
gene226	4940	0.81879
gene227	3746	0.25442
gene228	687	0.60699
gene229	4314	0.59301
gene230	2627	0.42404
gene231	4076	0.29518
gene232	606	0.79074
gene233	111	0.91687
gene234	2246	0.99248
gene235	2868	0.81296
gene236	190	0.18074
gene237	4025	0.87075
gene238	4180	0.44904
gene239	871	0.60582
gene240	1442	0.40553
gene241	3034	0.91569
gene242	4052	0.99937
gene243	3019	0.18833
gene244	2610	0.12966
gene245	2433	0.46470
gene246	2388	0.21184
gene247	2013	0.25419
gene248	4567	0.78487
gene249	1078	0.75450
